image_name,rust_ratio,cr_thr,tex_thr,iou,dice,precision,recall
473.png,2.3426055908203125,135.0,18.743482971191405,0.6601058080664429,0.7952575129356132,0.9447972642892037,0.686586592509319
478.png,1.599884033203125,130.0,20.562408447265625,0.40336310647041557,0.5748520886870256,0.5733786361468765,0.5763331336129419
485.png,10.617637634277344,134.0,30.76543426513672,0.6885586795477191,0.8155578931164533,0.9993173693570697,0.6888826971301198
491.png,0.48351287841796875,130.0,15.522207641601563,0.18969539425448242,0.31889741722225334,0.5613412228796845,0.22270913216996635
494.png,1.1933326721191406,137.0,19.477210998535156,0.4153995864250091,0.5869714678583706,0.5458323343722529,0.6348173622083837
509.png,2.167797088623047,125.0,23.851853942871095,0.5954211323719207,0.7464124929656725,0.933614887158506,0.621744352972197
516.png,0.12884140014648438,132.0,13.227435302734376,0.15432944939456247,0.26739238000989607,1.0,0.15432944939456247
520.png,0.19254684448242188,134.0,29.62297821044922,0.12824675324675325,0.2273381294964029,0.3521545319465082,0.1678470254957507
522.png,1.1167526245117188,129.0,27.415211486816407,0.7635566188197768,0.8659281030974452,0.9812126387702819,0.7748853520366874
525.png,0.14247894287109375,131.0,22.842262268066406,0.5285118219749653,0.6915377616014559,0.7630522088353414,0.632279534109817
527.png,1.4051437377929688,126.0,26.5888671875,0.3551316481630167,0.5241286315531402,0.8705714673544184,0.37492692622471646
530.png,0.16412734985351562,132.0,26.918399047851565,0.3344462993878687,0.5012510425354462,0.6984311446833237,0.3908943089430894
533.png,3.1426429748535156,132.0,18.460296630859375,0.5499529669985106,0.7096382647836037,0.8516068339756623,0.6082404959035935
538.png,3.0478477478027344,134.0,26.85883483886719,0.6847112569857181,0.8128529493069359,0.9660815419756563,0.701576986002545
545.png,8.11471939086914,129.0,27.85184326171875,0.28494423112086303,0.44351221511349925,0.45786176826616837,0.43003477013080194
549.png,3.162097930908203,129.0,31.962806701660156,0.6900209533787324,0.816582719876017,0.9534638236269868,0.7140695231856888
550.png,9.155464172363281,139.0,30.21672821044922,0.3375775796895054,0.504759626380502,1.0,0.3375775796895054
557.png,2.1894454956054688,129.0,24.500534057617188,0.5353926293753956,0.6974015885346482,0.9580538374422859,0.5482439741768239
558.png,0.37593841552734375,129.0,12.718429565429688,0.6205206220419203,0.7658287264003338,0.9312531709791984,0.6503100088573959
559.png,4.176139831542969,133.0,27.03930206298828,0.2587358391648241,0.411104270037304,0.7776432975565197,0.2794069381994814
561.png,0.152587890625,129.0,21.932640075683594,0.29117063492063494,0.45101805608912793,0.73375,0.32556849694952855
563.png,2.1553993225097656,132.0,23.384844970703124,0.5895959976330087,0.7418186740668042,0.9698685898854033,0.6005973093678932
573.png,1.7704010009765625,130.0,32.48010406494141,0.25674587715881053,0.4085883738711744,0.5325360913596208,0.33144466423039526
579.png,0.952911376953125,135.0,30.117344665527344,0.3756730952835593,0.5461662317472655,0.9844875900720577,0.37791010372646944
580.png,0.6995201110839844,131.0,32.26185607910156,0.6582741792369121,0.7939268276369473,0.809134287661895,0.7792804621848739
590.png,0.12693405151367188,127.0,20.079629516601564,0.48123861566484516,0.6497786522380719,0.9924868519909842,0.4829981718464351
597.png,0.022125244140625,132.0,12.215325927734375,0.43023255813953487,0.6016260162601627,0.9568965517241379,0.43873517786561267
598.png,0.3178596496582031,132.0,19.98627471923828,0.6024049650892165,0.7518760590656015,0.931893189318932,0.6301481030635018
599.png,0.23241043090820312,123.0,15.44849853515625,0.327502691065662,0.4934117170079059,0.9987689782519491,0.3276349441378382
604.png,2.7156829833984375,131.0,23.010272216796878,0.6462122124533302,0.785089805026155,0.7536873156342183,0.8192228414382777
605.png,0.19121170043945312,130.0,25.199203491210938,0.24028906955736223,0.3874726875455208,0.6633416458852868,0.2736625514403292
607.png,0.4881858825683594,131.0,12.924552917480469,0.560729461756374,0.7185479296653432,0.6186755225630006,0.8568722943722944
609.png,5.7064056396484375,127.0,27.679010009765626,0.674955223880597,0.8059382295806526,0.7557657597432984,0.863245905394571
611.png,1.0591506958007812,129.0,20.026890563964844,0.5318940137389597,0.6944266495836002,0.9760489825319647,0.5389281097742865
613.png,2.707672119140625,129.0,28.017138671875003,0.3470093043863536,0.5152292612328137,0.41377852916314456,0.6825867177967578
616.png,0.13370513916015625,124.0,17.142881774902346,0.3750668806848582,0.5455252918287937,1.0,0.3750668806848582
617.png,2.1126747131347656,134.0,31.65450439453125,0.27270880492193394,0.42854862615437234,0.4241863404505033,0.4330015666758824
624.png,1.0062217712402344,127.0,22.60387420654297,0.479491133384734,0.648183855333785,0.5894228035257322,0.7199583236860384
628.png,0.3994941711425781,135.0,16.561244201660156,0.37016718913270635,0.540324118207817,0.6765337789448556,0.44976987779717503
629.png,1.2751579284667969,131.0,30.967840576171874,0.647050132965626,0.7857078786066677,0.9826490165283075,0.6545282454916808
631.png,1.2630462646484375,129.0,17.94104766845703,0.40828402366863903,0.5798319327731093,0.7033373603141045,0.49322249285184794
635.png,1.0247230529785156,127.0,16.75037384033203,0.565632714393045,0.7225611846164393,0.9809213587715216,0.5719246839220793
