image_name,rust_ratio,degradation_score,iou,dice,precision,recall
573.png,2.5470733642578125,2.5470733642578125,0.315409851322739,0.47956133368709647,0.5075632769207729,0.4544875448419218
579.png,1.3493537902832031,1.3493537902832031,0.5214131546063842,0.685432688717987,0.973213654675242,0.5290049942374183
580.png,0.9029388427734375,0.9029388427734375,0.7356497002946256,0.8476937485366425,0.7647866497676383,0.9507615546218487
590.png,0.23546218872070312,0.23546218872070312,0.4945433658816772,0.6617986164488855,0.6974483596597812,0.6296160877513711
597.png,0.031757354736328125,0.031757354736328125,0.6196911196911197,0.7651966626936829,0.963963963963964,0.6343873517786561
598.png,0.5013465881347656,0.5013465881347656,0.6695623668251106,0.8020812880424112,0.7770591592162831,0.8287685128829377
599.png,0.37384033203125,0.37384033203125,0.4887839433293979,0.6566217287866772,0.9505102040816327,0.5015479876160991
604.png,3.5726547241210938,3.5726547241210938,0.6680204375736932,0.8009739239710965,0.680556297047675,0.9731658905259943
605.png,0.3495216369628906,0.3495216369628906,0.32912379170564393,0.4952492668621701,0.5759890859481582,0.43436213991769546
607.png,0.6897926330566406,0.6897926330566406,0.5030944849401733,0.6694116570592002,0.5057375915940827,0.9897186147186147
609.png,7.655143737792969,7.655143737792969,0.6503402545377639,0.7881286937643227,0.6512395664631867,0.997881113274539
611.png,1.7479896545410156,1.7479896545410156,0.7673317396101508,0.868350544962672,0.9106334224453052,0.8298200258526399
613.png,4.018402099609375,4.018402099609375,0.33325096039359287,0.4999073247173404,0.35205050313271313,0.8618906513276393
616.png,0.22296905517578125,0.22296905517578125,0.6250334313987698,0.7692560895325873,0.9995722840034217,0.6252006420545746
617.png,3.1219482421875,3.1219482421875,0.4098360655737705,0.5813953488372093,0.48341275659824046,0.7291954658556815
624.png,1.3071060180664062,1.3071060180664062,0.5616438356164384,0.7192982456140351,0.5863125638406538,0.9303079416531604
628.png,0.5723953247070312,0.5723953247070312,0.5062438785504407,0.6721937738762903,0.6889370209930024,0.6562450404697667
629.png,1.7939567565917969,1.7939567565917969,0.8608824655436447,0.9252410955381253,0.9563021636276646,0.8961343030786092
631.png,2.070140838623047,2.070140838623047,0.38254827832839483,0.5533959056980268,0.5174367715483484,0.5947262522503441
635.png,1.50146484375,1.50146484375,0.7595901343906081,0.863371667690867,0.9369918699186992,0.8004775082750013
637.png,2.0616531372070312,2.0616531372070312,0.3323979682449473,0.49894697555383755,0.4328800074012397,0.5888126848297993
638.png,2.5951385498046875,2.5951385498046875,0.7896723696058738,0.8824770198355104,0.837902396001764,0.9320606630421453
639.png,0.4212379455566406,0.4212379455566406,0.8820224719101124,0.9373134328358209,0.9952456418383518,0.8857545839210155
642.png,1.1145591735839844,1.1145591735839844,0.42892694449131097,0.6003483189184402,0.8701120903568067,0.45826949076160434
645.png,1.2803077697753906,1.2803077697753906,0.7815994166261546,0.8774131932601132,0.9580633147113594,0.8092871075316177
646.png,1.5835762023925781,1.5835762023925781,0.42047499556434237,0.5920202705114022,0.9990364348087926,0.4206455866318432
649.png,0.5839347839355469,0.5839347839355469,0.6781881313131313,0.8082385027743817,0.7017801731177528,0.9527716186252772
653.png,5.105400085449219,5.105400085449219,0.8375800780309234,0.9116120576671035,0.9744648260918295,0.8563759931709239
657.png,5.038642883300781,5.038642883300781,0.5812124767527491,0.7351478505233577,0.881345345800053,0.63055194453472
658.png,4.480934143066406,4.480934143066406,0.4607510702326961,0.6308413248799455,0.4627122972800409,0.9908846451848138
663.png,0.5617141723632812,0.5617141723632812,0.5925236806495264,0.7441317047265003,0.5947368421052631,0.993758865248227
667.png,0.876617431640625,0.876617431640625,0.3885629040278468,0.5596619395502077,0.42504351610095736,0.8190775681341719
673.png,1.1690139770507812,1.1690139770507812,0.5451759680564584,0.7056490384615385,0.9579050416054822,0.5585577014556179
675.png,2.1570205688476562,2.1570205688476562,0.7809037625259974,0.876974689994904,0.9130338668317269,0.8436555274123703
677.png,5.027294158935547,5.027294158935547,0.6879640977579122,0.8151406758848967,0.724101299440387,0.9323644357596482
678.png,2.0406723022460938,2.0406723022460938,0.734799390913276,0.8471289473147033,0.9697167959622395,0.7520568301257656
680.png,0.2642631530761719,0.2642631530761719,0.5134751773049645,0.6785379568884724,0.5225550342836521,0.9672678690714763
691.png,0.7562637329101562,0.7562637329101562,0.243968117190866,0.39224175253268684,0.28562421185372006,0.6258634982039237
695.png,3.5932540893554688,3.5932540893554688,0.6227482195224131,0.7675229120950046,0.7890546207335846,0.7471351025331725
697.png,1.8077850341796875,1.8077850341796875,0.21412147161433556,0.3527183673469388,0.2849229795315467,0.46285028708544007
699.png,0.3554344177246094,0.3554344177246094,0.785765636232926,0.8800322061191627,0.8797960826401932,0.880268456375839
701.png,0.7907867431640625,0.7907867431640625,0.54642826293513,0.7066972015863263,0.7629040038591414,0.6582041410883362
703.png,6.103610992431641,6.103610992431641,0.4229427521335576,0.59446207726825,0.42433711973250415,0.9922905476999525
707.png,0.35800933837890625,0.35800933837890625,0.4425801640566741,0.61359524424916,0.9485881726158764,0.453457277473577
709.png,5.975151062011719,5.975151062011719,0.641992351755764,0.7819675299574798,0.6457528649407859,0.9910106304805761
712.png,10.878562927246094,10.878562927246094,0.6472067878059768,0.7858233618233619,0.7556325063557465,0.8185271354636532
714.png,0.2896308898925781,0.2896308898925781,0.7610273590173088,0.8642993024730501,0.8975963121501481,0.8333842861510241
717.png,2.1703720092773438,2.1703720092773438,0.5809130434782609,0.7349082808503616,0.5870902539766236,0.9822098066602956
721.png,5.783271789550781,5.783271789550781,0.48220416391067433,0.650658223275285,0.5049140859470335,0.9146825989544436
723.png,0.09613037109375,0.09613037109375,0.4566500226963232,0.6269866001869742,0.998015873015873,0.4570649704679691
731.png,1.3195991516113281,1.3195991516113281,0.5633722461160362,0.7207141453555287,0.9277299992773,0.5892316166345359
732.png,0.8953094482421875,0.8953094482421875,0.37350359138068634,0.5438698431144683,0.39880698764380057,0.8547945205479452
738.png,0.7513999938964844,0.7513999938964844,0.7588617074388417,0.8629009367016747,0.9645894149003681,0.780608052588332
739.png,2.8250694274902344,2.8250694274902344,0.24421274073579377,0.39255785243184854,0.9875434628498126,0.24496734215374308
